Date,Open,High,Low,Close,listingId,name
2020-10-16 01:00:00,10373.7664,10386.3299,10323.931,10323.931,"1356351,102,608",INDICE MASI
2020-10-19 01:00:00,10323.931,10340.8399,10262.184,10288.0983,"1356351,102,608",INDICE MASI
2020-10-20 01:00:00,10288.0983,10323.4801,10282.4699,10307.4034,"1356351,102,608",INDICE MASI
2020-10-21 01:00:00,10276.4666,10332.9492,10276.2125,10331.939,"1356351,102,608",INDICE MASI
2020-10-22 01:00:00,10331.939,10400.4285,10330.8717,10374.8237,"1356351,102,608",INDICE MASI
2020-10-23 01:00:00,10374.8237,10454.131,10374.7031,10453.8633,"1356351,102,608",INDICE MASI
2020-10-26 01:00:00,10453.8633,10489.5536,10442.5904,10444.5913,"1356351,102,608",INDICE MASI
2020-10-27 01:00:00,10444.5913,10482.8543,10438.7913,10449.132,"1356351,102,608",INDICE MASI
2020-10-28 01:00:00,10449.132,10464.0527,10418.4507,10460.6574,"1356351,102,608",INDICE MASI
2020-11-02 01:00:00,10460.6574,10460.6574,10342.2718,10366.9997,"1356351,102,608",INDICE MASI
2020-11-03 01:00:00,10366.9997,10380.0083,10357.6621,10360.3693,"1356351,102,608",INDICE MASI
2020-11-04 01:00:00,10360.3693,10372.8161,10347.4783,10352.0883,"1356351,102,608",INDICE MASI
2020-11-05 01:00:00,10352.0883,10388.2713,10352.0883,10360.9844,"1356351,102,608",INDICE MASI
2020-11-09 01:00:00,10360.9844,10558.2445,10349.7375,10555.8677,"1356351,102,608",INDICE MASI
2020-11-10 01:00:00,10555.8677,10629.4768,10555.8677,10597.3703,"1356351,102,608",INDICE MASI
2020-11-11 01:00:00,10597.3703,10597.444,10545.6889,10574.4256,"1356351,102,608",INDICE MASI
2020-11-12 01:00:00,10574.4256,10604.7086,10550.4701,10602.1431,"1356351,102,608",INDICE MASI
2020-11-13 01:00:00,10602.1431,10657.5361,10550.5454,10657.5361,"1356351,102,608",INDICE MASI
2020-11-16 01:00:00,10657.5361,10708.9579,10653.7146,10708.5437,"1356351,102,608",INDICE MASI
2020-11-17 01:00:00,10708.5437,10728.5801,10691.5934,10722.041,"1356351,102,608",INDICE MASI
2020-11-19 01:00:00,10722.041,10762.2744,10684.0311,10760.5573,"1356351,102,608",INDICE MASI
2020-11-20 01:00:00,10760.5573,10904.0337,10760.1522,10900.4099,"1356351,102,608",INDICE MASI
2020-11-23 01:00:00,10900.4099,10972.5126,10900.4099,10923.5536,"1356351,102,608",INDICE MASI
2020-11-24 01:00:00,10923.5536,11020.9665,10920.3618,11018.8553,"1356351,102,608",INDICE MASI
2020-11-25 01:00:00,11018.8553,11105.4807,11018.8553,11105.4807,"1356351,102,608",INDICE MASI
2020-11-26 01:00:00,11105.4807,11119.0064,11032.3921,11032.3921,"1356351,102,608",INDICE MASI
2020-11-27 01:00:00,11032.3921,11055.7749,10886.8657,10888.9864,"1356351,102,608",INDICE MASI
2020-11-30 01:00:00,10888.9864,10990.8526,10888.9864,10990.8526,"1356351,102,608",INDICE MASI
2020-12-01 01:00:00,10990.8526,11011.9761,10949.953,10960.5879,"1356351,102,608",INDICE MASI
2020-12-02 01:00:00,10960.5879,10986.8486,10939.6835,10960.924,"1356351,102,608",INDICE MASI
2020-12-03 01:00:00,10960.924,11007.2207,10946.7235,10973.0773,"1356351,102,608",INDICE MASI
2020-12-04 01:00:00,10973.0773,11011.6919,10968.1934,10977.677,"1356351,102,608",INDICE MASI
2020-12-07 01:00:00,10977.677,11015.5718,10969.181,11011.1506,"1356351,102,608",INDICE MASI
2020-12-08 01:00:00,11011.1506,11045.8032,11004.9941,11036.5051,"1356351,102,608",INDICE MASI
2020-12-09 01:00:00,11036.5051,11090.6896,11028.9457,11086.8941,"1356351,102,608",INDICE MASI
2020-12-10 01:00:00,11086.8941,11132.2842,11086.8941,11094.9293,"1356351,102,608",INDICE MASI
2020-12-11 01:00:00,11094.9293,11366.9422,11094.9293,11366.9422,"1356351,102,608",INDICE MASI
2020-12-14 01:00:00,11366.9422,11385.668,11315.4416,11341.3181,"1356351,102,608",INDICE MASI
2020-12-15 01:00:00,11341.3181,11361.9402,11307.9047,11361.9402,"1356351,102,608",INDICE MASI
2020-12-16 01:00:00,11361.9402,11436.5377,11316.5453,11423.241,"1356351,102,608",INDICE MASI
2020-12-17 01:00:00,11423.241,11551.2019,11399.9768,11551.2019,"1356351,102,608",INDICE MASI
2020-12-18 01:00:00,11551.2019,11595.1583,11508.4741,11520.2381,"1356351,102,608",INDICE MASI
2020-12-21 01:00:00,11520.2381,11520.2381,11149.2628,11164.5987,"1356351,102,608",INDICE MASI
2020-12-22 01:00:00,11164.5987,11348.6785,11103.0379,11338.843,"1356351,102,608",INDICE MASI
2020-12-23 01:00:00,11338.843,11423.2006,11332.2917,11394.1643,"1356351,102,608",INDICE MASI
2020-12-24 01:00:00,11394.1643,11402.039,11341.0666,11345.3034,"1356351,102,608",INDICE MASI
2020-12-25 01:00:00,11345.3034,11367.8747,11247.3266,11247.3266,"1356351,102,608",INDICE MASI
2020-12-28 01:00:00,11247.3266,11296.5556,11228.1864,11246.1949,"1356351,102,608",INDICE MASI
2020-12-29 01:00:00,11244.0461,11289.2341,11209.4375,11211.4864,"1356351,102,608",INDICE MASI
2020-12-30 01:00:00,11211.4864,11256.8637,11197.2264,11211.0831,"1356351,102,608",INDICE MASI
2020-12-31 01:00:00,11178.8971,11287.3802,11162.8136,11287.3802,"1356351,102,608",INDICE MASI
2021-01-04 01:00:00,11287.3802,11340.9671,11274.7824,11340.8578,"1356351,102,608",INDICE MASI
2021-01-05 01:00:00,11308.6718,11327.5311,11253.2774,11253.7007,"1356351,102,608",INDICE MASI
2021-01-06 01:00:00,11253.7007,11277.8554,11210.1463,11215.7079,"1356351,102,608",INDICE MASI
2021-01-07 01:00:00,11215.7079,11303.6897,11215.7079,11271.2309,"1356351,102,608",INDICE MASI
2021-01-08 01:00:00,11271.2309,11298.0572,11244.1041,11249.1442,"1356351,102,608",INDICE MASI
2021-01-12 01:00:00,11249.1442,11296.9908,11225.0588,11296.9908,"1356351,102,608",INDICE MASI
2021-01-13 01:00:00,11296.9908,11314.9269,11249.5302,11262.0902,"1356351,102,608",INDICE MASI
2021-01-14 01:00:00,11262.0902,11331.1257,11262.0902,11326.7896,"1356351,102,608",INDICE MASI
2021-01-15 01:00:00,11326.7896,11442.59,11315.5973,11416.1855,"1356351,102,608",INDICE MASI
2021-01-18 01:00:00,11416.1855,11465.253,11395.0955,11465.253,"1356351,102,608",INDICE MASI
2021-01-19 01:00:00,11465.253,11484.0291,11415.4076,11482.2572,"1356351,102,608",INDICE MASI
2021-01-20 01:00:00,11482.2572,11528.8654,11482.2572,11516.0124,"1356351,102,608",INDICE MASI
2021-01-21 01:00:00,11516.0124,11541.5618,11504.048,11514.9883,"1356351,102,608",INDICE MASI
2021-01-22 01:00:00,11514.9883,11567.9341,11499.4365,11563.7273,"1356351,102,608",INDICE MASI
2021-01-25 01:00:00,11563.7273,11653.6358,11520.8536,11637.3506,"1356351,102,608",INDICE MASI
2021-01-26 01:00:00,11637.3506,11729.3351,11637.3506,11716.6996,"1356351,102,608",INDICE MASI
2021-01-27 01:00:00,11716.6996,11718.2817,11695.8596,11695.9569,"1356351,102,608",INDICE MASI
2021-01-28 01:00:00,11695.9569,11701.9675,11650.7003,11657.6314,"1356351,102,608",INDICE MASI
2021-01-29 01:00:00,11657.6314,11711.2575,11630.0134,11630.0134,"1356351,102,608",INDICE MASI
2021-02-01 01:00:00,11630.0134,11639.8878,11592.6169,11637.5132,"1356351,102,608",INDICE MASI
2021-02-02 01:00:00,11637.5132,11718.4029,11637.5132,11709.2624,"1356351,102,608",INDICE MASI
2021-02-03 01:00:00,11709.2624,11758.6054,11693.8985,11751.1011,"1356351,102,608",INDICE MASI
2021-02-04 01:00:00,11751.1011,11794.7572,11727.8493,11742.1721,"1356351,102,608",INDICE MASI
2021-02-05 01:00:00,11742.1721,11778.1824,11713.4953,11713.4953,"1356351,102,608",INDICE MASI
2021-02-08 01:00:00,11713.4953,11770.2393,11700.5313,11704.7549,"1356351,102,608",INDICE MASI
2021-02-09 01:00:00,11704.7549,11710.6614,11651.0834,11651.2288,"1356351,102,608",INDICE MASI
2021-02-10 01:00:00,11651.2288,11665.8774,11536.6397,11564.2873,"1356351,102,608",INDICE MASI
2021-02-11 01:00:00,11564.2873,11601.8613,11522.452,11592.366,"1356351,102,608",INDICE MASI
2021-02-12 01:00:00,11592.366,11645.3787,11556.5887,11556.5887,"1356351,102,608",INDICE MASI
2021-02-15 01:00:00,11556.5887,11588.8143,11524.2515,11528.2434,"1356351,102,608",INDICE MASI
2021-02-16 01:00:00,11528.2434,11580.5071,11516.2175,11580.5071,"1356351,102,608",INDICE MASI
2021-02-17 01:00:00,11580.5071,11581.0455,11520.6347,11521.0238,"1356351,102,608",INDICE MASI
2021-02-18 01:00:00,11521.0238,11580.4754,11521.0238,11568.0465,"1356351,102,608",INDICE MASI
2021-02-19 01:00:00,11568.0465,11578.373,11459.7998,11467.0417,"1356351,102,608",INDICE MASI
2021-02-22 01:00:00,11467.0417,11485.9915,11398.0897,11453.605,"1356351,102,608",INDICE MASI
2021-02-23 01:00:00,11453.605,11460.8761,11378.0923,11381.9147,"1356351,102,608",INDICE MASI
2021-02-24 01:00:00,11381.9147,11381.9147,11251.6454,11286.2648,"1356351,102,608",INDICE MASI
2021-02-25 01:00:00,11286.2648,11353.5311,11223.9976,11353.5311,"1356351,102,608",INDICE MASI
2021-02-26 01:00:00,11353.5311,11437.2091,11352.8804,11358.1654,"1356351,102,608",INDICE MASI
2021-03-01 01:00:00,11358.1654,11370.4996,11333.2708,11352.0272,"1356351,102,608",INDICE MASI
2021-03-02 01:00:00,11352.0272,11384.8176,11332.5086,11370.2121,"1356351,102,608",INDICE MASI
2021-03-03 01:00:00,11370.2121,11380.0416,11335.2049,11338.9763,"1356351,102,608",INDICE MASI
2021-03-04 01:00:00,11338.9763,11352.4085,11313.1401,11350.4111,"1356351,102,608",INDICE MASI
2021-03-05 01:00:00,11350.4111,11350.9978,11309.9093,11350.121,"1356351,102,608",INDICE MASI
2021-03-08 01:00:00,11350.121,11357.813,11326.8363,11332.0173,"1356351,102,608",INDICE MASI
2021-03-09 01:00:00,11332.0173,11371.127,11332.0173,11365.1927,"1356351,102,608",INDICE MASI
2021-03-10 01:00:00,11365.1927,11365.988,11342.2198,11353.9468,"1356351,102,608",INDICE MASI
2021-03-11 01:00:00,11353.9468,11366.4584,11331.7054,11350.962,"1356351,102,608",INDICE MASI
2021-03-12 01:00:00,11350.962,11422.9463,11335.9974,11415.0533,"1356351,102,608",INDICE MASI
2021-03-15 01:00:00,11415.0533,11442.4317,11407.6983,11417.8741,"1356351,102,608",INDICE MASI
2021-03-16 01:00:00,11417.8741,11487.2689,11403.8342,11487.2689,"1356351,102,608",INDICE MASI
2021-03-17 01:00:00,11487.2689,11583.2759,11482.5128,11560.8431,"1356351,102,608",INDICE MASI
2021-03-18 01:00:00,11560.8431,11561.4595,11496.203,11497.0695,"1356351,102,608",INDICE MASI
2021-03-19 01:00:00,11497.0695,11513.1549,11434.9728,11465.2089,"1356351,102,608",INDICE MASI
2021-03-22 01:00:00,11465.2089,11465.2089,11401.9769,11442.7762,"1356351,102,608",INDICE MASI
2021-03-23 01:00:00,11442.7762,11442.7762,11374.5951,11382.5157,"1356351,102,608",INDICE MASI
2021-03-24 01:00:00,11382.5157,11438.2082,11367.6195,11433.9885,"1356351,102,608",INDICE MASI
2021-03-25 01:00:00,11433.9885,11492.697,11431.2207,11492.697,"1356351,102,608",INDICE MASI
2021-03-26 01:00:00,11492.697,11503.9778,11468.5661,11499.3755,"1356351,102,608",INDICE MASI
2021-03-29 01:00:00,11499.3755,11517.2282,11461.2088,11483.0172,"1356351,102,608",INDICE MASI
2021-03-30 01:00:00,11483.0172,11518.8583,11471.3075,11517.9239,"1356351,102,608",INDICE MASI
2021-03-31 01:00:00,11517.9239,11524.1563,11477.2333,11483.6472,"1356351,102,608",INDICE MASI
2021-04-01 01:00:00,11483.6472,11557.1625,11474.1892,11552.7784,"1356351,102,608",INDICE MASI
2021-04-02 01:00:00,11552.7784,11575.4419,11521.1475,11572.95,"1356351,102,608",INDICE MASI
2021-04-05 01:00:00,11572.95,11572.95,11502.0653,11533.1083,"1356351,102,608",INDICE MASI
2021-04-06 01:00:00,11533.1083,11597.7222,11528.7662,11538.0565,"1356351,102,608",INDICE MASI
2021-04-07 01:00:00,11529.9206,11535.2219,11520.917,11526.4158,"1356351,102,608",INDICE MASI
2021-04-08 01:00:00,11526.3666,11557.4177,11517.3822,11556.4196,"1356351,102,608",INDICE MASI
2021-04-09 01:00:00,11556.4196,11580.5593,11536.6691,11579.842,"1356351,102,608",INDICE MASI
2021-04-12 00:00:00,11579.842,11618.1575,11567.3129,11617.1577,"1356351,102,608",INDICE MASI
2021-04-13 00:00:00,11617.1577,11622.8806,11591.6807,11607.2592,"1356351,102,608",INDICE MASI
2021-04-14 00:00:00,11607.2592,11619.3455,11595.0384,11619.3455,"1356351,102,608",INDICE MASI
2021-04-15 00:00:00,11619.3455,11645.7268,11589.8118,11634.5689,"1356351,102,608",INDICE MASI
2021-04-16 00:00:00,11634.5689,11681.7055,11625.1227,11669.3404,"1356351,102,608",INDICE MASI
2021-04-19 00:00:00,11669.3404,11687.006,11649.4062,11663.5496,"1356351,102,608",INDICE MASI
2021-04-20 00:00:00,11663.5496,11701.5388,11652.2149,11701.3558,"1356351,102,608",INDICE MASI
2021-04-21 00:00:00,11701.3558,11701.3558,11663.1798,11682.6652,"1356351,102,608",INDICE MASI
2021-04-22 00:00:00,11682.6652,11714.2568,11682.6652,11714.2568,"1356351,102,608",INDICE MASI
2021-04-23 00:00:00,11714.2568,11740.8108,11684.2804,11739.4399,"1356351,102,608",INDICE MASI
2021-04-26 00:00:00,11739.4399,11751.2127,11711.4306,11729.1848,"1356351,102,608",INDICE MASI
2021-04-27 00:00:00,11729.1848,11747.4072,11690.8689,11746.3426,"1356351,102,608",INDICE MASI
2021-04-28 00:00:00,11746.3426,11788.9257,11741.8016,11782.5434,"1356351,102,608",INDICE MASI
2021-04-29 00:00:00,11782.5434,11815.4341,11779.3322,11799.4643,"1356351,102,608",INDICE MASI
2021-04-30 00:00:00,11799.4643,11811.5935,11791.9747,11811.2342,"1356351,102,608",INDICE MASI
2021-05-03 00:00:00,11784.6247,11855.4933,11784.6247,11855.4933,"1356351,102,608",INDICE MASI
2021-05-04 00:00:00,11855.4933,11911.13,11838.9176,11910.5882,"1356351,102,608",INDICE MASI
2021-05-05 00:00:00,11910.5882,11964.7029,11909.0602,11954.3047,"1356351,102,608",INDICE MASI
2021-05-06 00:00:00,11954.3047,12034.5099,11953.7505,12009.951,"1356351,102,608",INDICE MASI
2021-05-07 00:00:00,12009.951,12020.4565,11992.5628,12012.3908,"1356351,102,608",INDICE MASI
2021-05-10 00:00:00,12012.3908,12056.5371,12007.2756,12056.5371,"1356351,102,608",INDICE MASI
2021-05-11 00:00:00,12056.5371,12073.6286,12026.015,12028.4674,"1356351,102,608",INDICE MASI
2021-05-12 00:00:00,12028.4674,12056.6257,12026.1731,12041.9839,"1356351,102,608",INDICE MASI
2021-05-17 01:00:00,12041.9839,12183.1439,12041.9839,12176.4608,"1356351,102,608",INDICE MASI
2021-05-18 01:00:00,12175.3214,12215.8235,12139.6563,12167.1527,"1356351,102,608",INDICE MASI
2021-05-19 01:00:00,12167.1527,12260.0524,12150.3413,12203.3337,"1356351,102,608",INDICE MASI
2021-05-20 01:00:00,12194.6876,12220.5794,12049.5643,12049.5643,"1356351,102,608",INDICE MASI
2021-05-21 01:00:00,12049.5643,12142.8345,12049.5643,12142.8345,"1356351,102,608",INDICE MASI
2021-05-24 01:00:00,12138.2928,12149.9216,12090.018,12090.9324,"1356351,102,608",INDICE MASI
2021-05-25 01:00:00,12090.9324,12155.2987,12079.4433,12093.1955,"1356351,102,608",INDICE MASI
2021-05-26 01:00:00,12093.1955,12126.3416,12072.9968,12116.6968,"1356351,102,608",INDICE MASI
2021-05-27 01:00:00,12116.6968,12129.4154,12054.3435,12096.9322,"1356351,102,608",INDICE MASI
2021-05-28 01:00:00,12096.9322,12171.5716,12060.0522,12162.5072,"1356351,102,608",INDICE MASI
2021-05-31 01:00:00,12162.5072,12166.3595,12104.3167,12114.4561,"1356351,102,608",INDICE MASI
2021-06-01 01:00:00,12114.4561,12165.0669,12105.3313,12165.0669,"1356351,102,608",INDICE MASI
2021-06-02 01:00:00,12165.0669,12269.8669,12165.0669,12269.8669,"1356351,102,608",INDICE MASI
2021-06-03 01:00:00,12268.3747,12393.3767,12262.2017,12386.725,"1356351,102,608",INDICE MASI
2021-06-04 01:00:00,12386.725,12403.4614,12348.4861,12375.9104,"1356351,102,608",INDICE MASI
2021-06-07 01:00:00,12375.9104,12388.0988,12316.5688,12379.4635,"1356351,102,608",INDICE MASI
2021-06-08 01:00:00,12379.4635,12394.7865,12329.9449,12366.5664,"1356351,102,608",INDICE MASI
2021-06-09 01:00:00,12363.4875,12379.5944,12324.2915,12361.3182,"1356351,102,608",INDICE MASI
2021-06-10 01:00:00,12354.6974,12404.6172,12351.5226,12373.7078,"1356351,102,608",INDICE MASI
2021-06-11 01:00:00,12373.7078,12468.5181,12373.7078,12462.8006,"1356351,102,608",INDICE MASI
2021-06-14 01:00:00,12462.8006,12565.728,12462.8006,12565.728,"1356351,102,608",INDICE MASI
2021-06-15 01:00:00,12565.728,12578.7563,12485.5317,12501.6028,"1356351,102,608",INDICE MASI
2021-06-16 01:00:00,12501.1875,12516.3851,12448.3293,12452.5274,"1356351,102,608",INDICE MASI
2021-06-17 01:00:00,12449.8642,12465.3157,12422.9873,12442.0215,"1356351,102,608",INDICE MASI
2021-06-18 01:00:00,12440.379,12488.4286,12412.9763,12487.6636,"1356351,102,608",INDICE MASI
2021-06-21 01:00:00,12479.5755,12545.9133,12471.546,12545.9133,"1356351,102,608",INDICE MASI
2021-06-22 01:00:00,12544.4637,12553.7031,12505.2874,12517.7152,"1356351,102,608",INDICE MASI
2021-06-23 01:00:00,12514.116,12532.3916,12498.2014,12514.5125,"1356351,102,608",INDICE MASI
2021-06-24 01:00:00,12512.2658,12577.9288,12476.5133,12476.5133,"1356351,102,608",INDICE MASI
2021-06-25 01:00:00,12476.5133,12489.3318,12378.0194,12417.5985,"1356351,102,608",INDICE MASI
2021-06-28 01:00:00,12417.5985,12469.127,12410.1689,12469.127,"1356351,102,608",INDICE MASI
2021-06-29 01:00:00,12468.5653,12468.5653,12383.1668,12412.043,"1356351,102,608",INDICE MASI
2021-06-30 01:00:00,12412.043,12422.4152,12386.5868,12409.2351,"1356351,102,608",INDICE MASI
2021-07-01 01:00:00,12408.764,12446.3118,12384.8905,12418.7667,"1356351,102,608",INDICE MASI
2021-07-02 01:00:00,12418.7667,12433.2727,12367.2214,12425.9989,"1356351,102,608",INDICE MASI
2021-07-05 01:00:00,12373.565,12373.565,12273.3008,12281.2354,"1356351,102,608",INDICE MASI
2021-07-06 01:00:00,12248.7278,12277.5772,12182.2016,12182.2016,"1356351,102,608",INDICE MASI
2021-07-07 01:00:00,12152.2248,12269.7341,12152.2248,12242.4723,"1356351,102,608",INDICE MASI
2021-07-08 01:00:00,12242.4723,12275.3521,12242.4723,12266.0553,"1356351,102,608",INDICE MASI
2021-07-09 01:00:00,12266.0553,12274.8677,12205.0247,12234.8548,"1356351,102,608",INDICE MASI
2021-07-12 01:00:00,12230.2959,12232.5284,12191.2805,12231.3842,"1356351,102,608",INDICE MASI
2021-07-13 01:00:00,12229.8049,12237.8775,12165.9605,12210.6476,"1356351,102,608",INDICE MASI
2021-07-14 01:00:00,12209.8373,12230.9335,12156.3657,12169.4502,"1356351,102,608",INDICE MASI
2021-07-15 01:00:00,12143.0165,12183.5697,12139.9961,12140.263,"1356351,102,608",INDICE MASI
2021-07-16 01:00:00,12140.142,12183.4468,12137.4948,12166.0914,"1356351,102,608",INDICE MASI
2021-07-19 01:00:00,12166.0914,12200.0962,12151.4076,12155.362,"1356351,102,608",INDICE MASI
2021-07-20 01:00:00,12155.362,12172.8031,12138.4216,12147.2755,"1356351,102,608",INDICE MASI
2021-07-23 01:00:00,12147.2755,12217.2103,12147.2755,12217.2103,"1356351,102,608",INDICE MASI
2021-07-26 01:00:00,12201.7088,12212.3875,12153.9807,12183.4089,"1356351,102,608",INDICE MASI
2021-07-27 01:00:00,12183.4089,12209.7521,12170.3702,12207.507,"1356351,102,608",INDICE MASI
2021-07-28 01:00:00,12207.507,12245.1627,12171.6013,12236.9169,"1356351,102,608",INDICE MASI
2021-07-29 01:00:00,12236.9169,12304.3358,12236.9169,12304.1456,"1356351,102,608",INDICE MASI
2021-08-02 01:00:00,12304.1456,12434.8324,12304.1456,12433.9398,"1356351,102,608",INDICE MASI
2021-08-03 01:00:00,12433.9398,12452.044,12410.1433,12446.1149,"1356351,102,608",INDICE MASI
2021-08-04 01:00:00,12440.333,12464.8099,12418.3472,12425.9738,"1356351,102,608",INDICE MASI
2021-08-05 01:00:00,12425.9738,12467.8051,12403.0672,12467.8051,"1356351,102,608",INDICE MASI
2021-08-06 01:00:00,12467.8051,12529.5257,12452.7348,12528.5671,"1356351,102,608",INDICE MASI
2021-08-09 01:00:00,12498.0548,12498.0548,12433.0606,12497.2963,"1356351,102,608",INDICE MASI
2021-08-11 01:00:00,12497.2963,12566.8752,12477.8657,12566.8752,"1356351,102,608",INDICE MASI
2021-08-12 01:00:00,12566.8752,12569.5764,12515.1246,12526.0363,"1356351,102,608",INDICE MASI
2021-08-13 01:00:00,12526.0363,12623.1136,12507.8846,12623.1136,"1356351,102,608",INDICE MASI
2021-08-16 01:00:00,12622.05,12622.7096,12552.1773,12597.6177,"1356351,102,608",INDICE MASI
2021-08-17 01:00:00,12597.6177,12624.5174,12580.2921,12624.5174,"1356351,102,608",INDICE MASI
2021-08-18 01:00:00,12624.5174,12639.9988,12586.59,12617.0739,"1356351,102,608",INDICE MASI
2021-08-19 01:00:00,12617.0739,12629.721,12581.3897,12607.2682,"1356351,102,608",INDICE MASI
2021-08-23 01:00:00,12607.2682,12713.4022,12576.8404,12713.4022,"1356351,102,608",INDICE MASI
2021-08-24 01:00:00,12713.4022,12736.1314,12651.5077,12706.4093,"1356351,102,608",INDICE MASI
2021-08-25 01:00:00,12706.4093,12718.7716,12641.6362,12655.1396,"1356351,102,608",INDICE MASI
2021-08-26 01:00:00,12655.1396,12686.0409,12655.1396,12684.9595,"1356351,102,608",INDICE MASI
2021-08-27 01:00:00,12684.9595,12784.685,12657.7092,12784.685,"1356351,102,608",INDICE MASI
2021-08-30 01:00:00,12777.0761,12791.9303,12728.9826,12775.5354,"1356351,102,608",INDICE MASI
2021-08-31 01:00:00,12775.5354,12775.5354,12684.5349,12694.1602,"1356351,102,608",INDICE MASI
2021-09-01 01:00:00,12694.1602,12705.8193,12675.3306,12705.584,"1356351,102,608",INDICE MASI
2021-09-02 01:00:00,12705.584,12717.1055,12667.1679,12714.2593,"1356351,102,608",INDICE MASI
2021-09-03 01:00:00,12714.2593,12769.2585,12711.3135,12767.4832,"1356351,102,608",INDICE MASI
2021-09-06 01:00:00,12714.5248,12768.9014,12674.3457,12691.3744,"1356351,102,608",INDICE MASI
2021-09-07 01:00:00,12691.3744,12715.9272,12677.6997,12714.6897,"1356351,102,608",INDICE MASI
2021-09-08 01:00:00,12714.6897,12741.0192,12711.764,12741.0192,"1356351,102,608",INDICE MASI
2021-09-09 01:00:00,12739.9348,12978.2453,12739.9348,12971.0674,"1356351,102,608",INDICE MASI
2021-09-10 01:00:00,12971.0674,12991.6953,12884.0104,12884.0477,"1356351,102,608",INDICE MASI
2021-09-13 01:00:00,12884.0477,12900.8283,12837.5302,12887.7078,"1356351,102,608",INDICE MASI
2021-09-14 01:00:00,12887.7078,12916.2712,12872.7804,12901.5236,"1356351,102,608",INDICE MASI
2021-09-15 01:00:00,12901.2727,12907.4652,12879.7678,12895.2947,"1356351,102,608",INDICE MASI
2021-09-16 01:00:00,12895.2947,12904.4755,12867.9507,12902.4312,"1356351,102,608",INDICE MASI
2021-09-17 01:00:00,12902.0445,13025.6694,12889.332,13019.2002,"1356351,102,608",INDICE MASI
2021-09-20 01:00:00,13019.2002,13019.2002,12945.5226,12949.5611,"1356351,102,608",INDICE MASI
2021-09-21 01:00:00,12949.5611,12949.5611,12917.6331,12940.8205,"1356351,102,608",INDICE MASI
2021-09-22 01:00:00,12940.4645,12973.4714,12931.7083,12973.4033,"1356351,102,608",INDICE MASI
2021-09-23 01:00:00,12973.4033,13080.8282,12971.6088,13078.0306,"1356351,102,608",INDICE MASI
2021-09-24 01:00:00,13078.0306,13170.0686,13055.9183,13131.8823,"1356351,102,608",INDICE MASI
2021-09-27 01:00:00,13131.8823,13168.0022,13073.0147,13122.0165,"1356351,102,608",INDICE MASI
2021-09-28 01:00:00,13122.0165,13169.3889,13092.3548,13169.3889,"1356351,102,608",INDICE MASI
2021-09-29 01:00:00,13169.3889,13209.6489,13169.3422,13197.2817,"1356351,102,608",INDICE MASI
